"filename", "language", "Markdown", "C", "Makefile", "LinkerScript", "XML", "Log", "Batch", "C++", "Assembly", "comment", "blank", "total"
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\efisetjmp.h", "C++", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 4, 11
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\efishellintf.h", "C++", 0, 0, 0, 0, 0, 0, 0, 30, 0, 52, 13, 95
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\efishellparm.h", "C++", 0, 0, 0, 0, 0, 0, 0, 15, 0, 38, 11, 64
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\efistdarg.h", "C++", 0, 0, 0, 0, 0, 0, 0, 12, 0, 17, 5, 34
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\efitcp.h", "C++", 0, 0, 0, 0, 0, 0, 0, 328, 0, 8, 56, 392
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\efiudp.h", "C++", 0, 0, 0, 0, 0, 0, 0, 230, 0, 4, 39, 273
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\efiui.h", "C++", 0, 0, 0, 0, 0, 0, 0, 23, 0, 26, 10, 59
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\ia32\efibind.h", "C++", 0, 0, 0, 0, 0, 0, 0, 176, 0, 63, 53, 292
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\ia32\efilibplat.h", "C++", 0, 0, 0, 0, 0, 0, 0, 5, 0, 18, 4, 27
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\ia32\efisetjmp_arch.h", "C++", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 4, 16
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\ia32\pe.h", "C++", 0, 0, 0, 0, 0, 0, 0, 419, 0, 85, 92, 596
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\ia64\efibind.h", "C++", 0, 0, 0, 0, 0, 0, 0, 127, 0, 69, 38, 234
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\ia64\efilibplat.h", "C++", 0, 0, 0, 0, 0, 0, 0, 50, 0, 17, 14, 81
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\ia64\efisetjmp_arch.h", "C++", 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 4, 48
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\ia64\pe.h", "C++", 0, 0, 0, 0, 0, 0, 0, 426, 0, 84, 92, 602
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\ia64\salproc.h", "C++", 0, 0, 0, 0, 0, 0, 0, 198, 0, 28, 39, 265
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\inc.mak", "Makefile", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\libsmbios.h", "C++", 0, 0, 0, 0, 0, 0, 0, 104, 0, 25, 15, 144
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\mips64el\efibind.h", "C++", 0, 0, 0, 0, 0, 0, 0, 86, 0, 44, 37, 167
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\mips64el\efilibplat.h", "C++", 0, 0, 0, 0, 0, 0, 0, 5, 0, 18, 3, 26
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\mips64el\efisetjmp_arch.h", "C++", 0, 0, 0, 0, 0, 0, 0, 28, 0, 2, 5, 35
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\pci22.h", "C++", 0, 0, 0, 0, 0, 0, 0, 139, 0, 20, 35, 194
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\protocol\adapterdebug.h", "C++", 0, 0, 0, 0, 0, 0, 0, 5, 0, 22, 6, 33
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\protocol\eficonsplit.h", "C++", 0, 0, 0, 0, 0, 0, 0, 9, 0, 16, 8, 33
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\protocol\efidbg.h", "C++", 0, 0, 0, 0, 0, 0, 0, 120, 0, 51, 40, 211
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\protocol\efivar.h", "C++", 0, 0, 0, 0, 0, 0, 0, 51, 0, 61, 22, 134
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\protocol\ia64\eficontext.h", "C++", 0, 0, 0, 0, 0, 0, 0, 137, 0, 49, 23, 209
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\protocol\intload.h", "C++", 0, 0, 0, 0, 0, 0, 0, 5, 0, 18, 5, 28
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\protocol\legacyboot.h", "C++", 0, 0, 0, 0, 0, 0, 0, 61, 0, 41, 18, 120
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\protocol\piflash64.h", "C++", 0, 0, 0, 0, 0, 0, 0, 54, 0, 51, 17, 122
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\protocol\vgaclass.h", "C++", 0, 0, 0, 0, 0, 0, 0, 41, 0, 37, 18, 96
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\romload.h", "C++", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 3, 42
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\x86_64\efibind.h", "C++", 0, 0, 0, 0, 0, 0, 0, 262, 0, 72, 59, 393
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\x86_64\efilibplat.h", "C++", 0, 0, 0, 0, 0, 0, 0, 5, 0, 18, 4, 27
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\x86_64\efisetjmp_arch.h", "C++", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 5, 23
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\inc\x86_64\pe.h", "C++", 0, 0, 0, 0, 0, 0, 0, 419, 0, 85, 92, 596
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\lib\Makefile", "Makefile", 0, 0, 38, 0, 0, 0, 0, 0, 0, 35, 21, 94
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\lib\aarch64\initplat.c", "C", 0, 8, 0, 0, 0, 0, 0, 0, 0, 16, 3, 27
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\lib\aarch64\math.c", "C", 0, 36, 0, 0, 0, 0, 0, 0, 0, 21, 7, 64
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\lib\arm\edk2asm.h", "C++", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 3, 7
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\lib\arm\initplat.c", "C", 0, 14, 0, 0, 0, 0, 0, 0, 0, 17, 4, 35
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\lib\arm\math.c", "C", 0, 36, 0, 0, 0, 0, 0, 0, 0, 25, 7, 68
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\lib\boxdraw.c", "C", 0, 101, 0, 0, 0, 0, 0, 0, 0, 53, 20, 174
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\lib\cmdline.c", "C", 0, 88, 0, 0, 0, 0, 0, 0, 0, 20, 14, 122
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\lib\console.c", "C", 0, 69, 0, 0, 0, 0, 0, 0, 0, 19, 17, 105
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\lib\crc.c", "C", 0, 113, 0, 0, 0, 0, 0, 0, 0, 84, 22, 219
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\lib\data.c", "C", 0, 94, 0, 0, 0, 0, 0, 0, 0, 72, 39, 205
"c:\xampp\htdocs\Projects\GalacOSTheBest\gnu-efi\lib\debug.c", "C", 0, 12, 0, 0, 0, 0, 0, 0, 0, 23, 9, 44
